,id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,adrs,dept,region,social_object1_libelle,social_object2_libelle,longitude,latitude
1750883,W931002373,ESSAMBA NDJOLO,lentraide entre ses membres et le développement de notre département : le dja et lobo au cameroun,,CITE1,Youri Gagarine,93230,Romainville,,A,CITE1 Youri Gagarine 93230 Romainville,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.4358326,48.8852958
1751115,W931002605,CAMER TALENTS,"promouvoir la culture camerounaise
aider les orphelins du sida au cameroun
prôner la solidarité entre nous et avec les autres.",43,AV,du Président Wilson,93100,Montreuil,,A,43 AV du Président Wilson 93100 Montreuil,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,2.4388433,48.8531069
1751492,W931002982,BASTION FLEURI,"implantée en france, au cameroun et dans le monde a pour objectif d?oeuvrer dans la restauration des hommes, ses actions sont porteuses de justice sociale, de socialisation, de collectivisation et de conscientisation des hommes politiques et du peuple; pour ce faire, elle oeuvre dans des domaines diversifiés : la veille de la croissance active de la vie sociale, la création d?entreprises solidaires; la diffusion des messages de la restauration de nos valeurs, de paix, de l?amour; les solutions d?aides et de réconfort moral des personnes les plus défavorisées; l?aide à l?enfance en difficulté dans le monde et ce par tous les moyens légaux",7,PL,Jules-Verne,93380,Pierrefitte-sur-Seine,,A,7 PL Jules-Verne 93380 Pierrefitte-sur-Seine,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3665321,48.9517076
1751544,W931003034,ASSOCIATION SPORT ET TOURISME AU CAMEROUN (ASTAC),organiser des évènements sportifs au cameroun avec des sports internationaux ; faire la promotion du tourisme camerounais ; d'évènements touristiques et culturels camerounais ; organisation d'évènements sportifs culturels autour du cameroun ; exposition de cartes et photos ; projection de films documentaires ; créer des écoles de sport au cameroun ; organiser la collecte de livres et supports éducatifs aux fins de les acheminer au cameroun et d'y créer des lieux collectifs de lecture et de culture,2,RUE,Frédéric Chopin,93420,Villepinte,www.astac.org,A,2 RUE Frédéric Chopin 93420 Villepinte,Seine-Saint-Denis,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,2.0855714,43.2814917
1753187,W931004677,IKAN DI MANGAMBA I EUROPA (IDME),"promouvoir au bien être de la population du village mangamba au cameroun dans les domaines de la santé, scolaire, économique et social",13,RUE,des Marronniers,93380,Pierrefitte-sur-Seine,,A,13 RUE des Marronniers 93380 Pierrefitte-sur-Seine,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.3601022,48.9637589
1753370,W931004860,"""SUCCESSION KAMDEM""",réalisation d'un centre de documentation et d'information à bandjoun (cameroun),54,RUE,Denis Papin,93500,Pantin,,A,54 RUE Denis Papin 93500 Pantin,Seine-Saint-Denis,Île-de-France,INFORMATION COMMUNICATION,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.399131580288462,48.9031586
1753432,W931004922,ASSOCIATION PARTENARIAT POUR LE DEVELOPPEMENT D'ENDOUM (PADE),"développement d'un partenariat efficace pour le développement du village d'endoum, province de la haute sanaga au cameroun incluant : l'amélioration de la santé des populations du village par la construction d'un centre de santé intégré à endoum et la lutte contre les endémies et épidémies majeures (ist, sida, paludisme, tuberculose, choléra, méningite, etc. par l'éducation et l'approvisionnement en médicaments), l'amélioration de l'éducation par la construction de salles de classe, et la fourniture de matériels didactique, la réalisation d?équipement hydraulique par la réalisation de puis, équipés de pompes manuelles à motricité humaine et équipement en système de fourniture d?électricité par énergie solaire",101,AV,Jean Lolive,93500,Pantin,,A,101 AV Jean Lolive 93500 Pantin,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.4088521,48.8924662
1753545,W931005036,PETITE FRANCE,collecter des médicaments et de venir en aide aux différents centre de soins de santé installés au cameroun et en afrique,23,AV,Paul Eluard,93000,Bobigny,,A,23 AV Paul Eluard 93000 Bobigny,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),SANTÉ,2.4439323788002976,48.908873299999996
1753603,W931005094,SOLIDARITE POUR LE DEVELOPPEMENT DE LA REGION BABIMBI-SOLIBABI,"contribuer au maintien des valeurs culturelles du cameroun : réalisation de tout projet économique, culturel, social, éducatif et sanitaire",75,RUE,Jules Auffret,93500,Pantin,,A,75 RUE Jules Auffret 93500 Pantin,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4113602,48.8847443
1753759,W931005250,BLACK FEELINGS,"promouvoir par lenseignement et par exhibitions les danses folkloriques africaines : notamment celles du cameroun et particulièrement lassiko bassa, danse bafia ebassa, le bikut-si-ekan, le ben skin et toutes les autres.",41/47,RUE,de Romainville - Bât.B,93100,Montreuil,,A,41/47 RUE de Romainville - Bât.B 93100 Montreuil,Seine-Saint-Denis,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,SPORTS/ ACTIVITÉS DE PLEIN AIR,1.7631125,50.4638918
1753802,W931005293,ASSOCIATION DES SPORTIFS CAMEROUNAIS - ASC,"promouvoir, développer la culture et le sport au sein de la diaspora camerounaise dans l'hexagone et dans le monde par des actions et des activités multipolaires tant sportives, éducatives, caritatives que sociales par l'organisation de rencontres sportives amicales, des spectacles et évènements sportifs et culturels, favoriser et soutenir les opérations de collecte de charité de petite, moyenne ou grande envergure ; d'éduquer, de suivre et d'encadrer la jeunesse camerounaise",20 c,BD,Roy,93320,Les Pavillons-sous-Bois,,A,20 c BD Roy 93320 Les Pavillons-sous-Bois,Seine-Saint-Denis,Île-de-France,SPORTS/ ACTIVITÉS DE PLEIN AIR,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.5172652,48.909133
1753881,W931005372,"""MAIN DANS LA MAIN - NOUVELLE GENERATION""","aider matériellement les enfants défavorisés du cameroun (fournitures scolaires, équipements sportifs, vêtements, chaussures)",1,RUE,Baudelaire,93140,Bondy,,A,1 RUE Baudelaire 93140 Bondy,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.48291,48.9031
1754120,W931005611,"AMITIE EUROPE-AFRIQUE ""EUROPAF""","promotion de france vers l'afrique centrale et le cameroun port d'entrée, l'amour du travail valorisant, dans tous les secteurs de l'économie: l'artisanat, l'agriculture et la mécanisation, le bâtiment, tous les secteurs pouvant constituer un gisement d'emplois potentiels, innover dans le sempiternel problème des enfants de la rue et la délinquance",5,RUE,du 8 mai 1945,93260,Les Lilas,,A,5 RUE du 8 mai 1945 93260 Les Lilas,Seine-Saint-Denis,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.4240939,48.8837673
1754551,W931006044,"NOUVELLE DYNAMIQUE BIKOK D'EUROPE ""N.D.B.E.""","renforcer l'entraide et la solidarité entre ses membres, faciliter l'intégration de ses membres afin de promouvoir les projets de coopération économiques, culturels et touristiques entre les pays de la communauté européenne et le cameroun",10,ALL,Georges Sand,92000,Nanterre,,A,10 ALL Georges Sand 92000 Nanterre,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.2071267,48.8924273
1754608,W931006101,GENERATION 60 PLUS EUROPE (G60PLUSE),"rassembler en europe et dans le monde entier si possible les jeunes cadres camerounais et d'autres origines qui partagent comme idéal la solidarité, en vue d'en faire un réseau à travers le monde, promouvoir la jeunesse et la culture camerounaise, mener des réflexions, des recherches et des informations sur les opportunités qui peuvent s'offrir à ses adhérents, mener toute action bénévole de porté communautaire, nationale ou internationale favorable au développement des peuples",26,RUE,des Marronniers,93200,Saint-Denis,,A,26 RUE des Marronniers 93200 Saint-Denis,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.366427,48.937212
1754737,W931006230,ASSOCIATION PI CAMEROUN (APICAM),"oeuvrer suivant une démarche de développement durable, un développement qui garantisse l'épanouissement économique, social, culturel des membres des générations présentes de la communauté song pi, famille dont l'ancêtre dénommé pi est originaire du village de logmbon (ancêtre commun mbon), tout en préservant celui des générations futures; vise à soutenir toute action de développement du village de logmbon ou de l'arrondissement de pouma (sanaga maritime - province du littoral - cameroun), et de façon plus élargie au cameroun, allant dans le sens du développement durable; il s'agira donc de respecter au mieux les équilibres environnementaux des terrains song pi (éviter la pollution des sols, des eaux souterraines et de surface, etc.) et plus globalement de l'espace forestier de l'arrondissement de pouma par des pratiques qui soient en harmonie avec l'environnement; elle vise aussi à démontrer qu'il est possible de développer en zone rurale au cameroun des conditions de vie bien meilleures qu'en zone urbaine; les actions concrètes qui seront mises en oeuvre sont les suivantes : recensement des membres de la famille vivant tant au cameroun qu'à l'étranger; soutien à l'organisation de réunions familiales permettant aux membres de la famille de se connaître et se rencontrer, développer des projets communs, initier des actions de solidarité familiale et transmettre l'histoire de leurs origines et leurs traditions à leurs enfants et aux générations futures dans le cadre de la famille élargie des loghende membre du peuple bassa au pays bikok (pouma); soutien à l'établissement de correspondances, d'échanges d'expériences et de développement de réseaux de solidarité avec d'autres familles et d'autres communautés situées ailleurs dans le monde; mise en valeur du patrimoine foncier familial représentant environ 30 hectares à 50 hectares, sécurisation foncières; soutien à la création d'activités économiques et sociales à caractères individuel au village de logmbou ou en zone urbaine; soutien à l'organisation (groupe d'initiative commune, coopérative, micro - entreprise, entreprise individuelle, etc.); soutien à l'implantation d'investissements à caractère privé, ou d'investisseurs privés respectant les objectifs de la communauté song pi; capitalisation des expériences menées sous forme écrite (lettres, rapports, blog internet, site internet, etc.); création d'un centre de formation à l'agriculture durable, l'agro-foresterie, l'environnement, l'écologie; adhésion aux principes développés ans la charte songhai, dans le cadre du projet du même nom situé au bénin en vue du développement agricole et de la création d'entreprise; adhésion à des réseaux associatifs présentant des objectifs similaires",73,RUE,Albert David,93700,Drancy,,A,73 RUE Albert David 93700 Drancy,Seine-Saint-Denis,Île-de-France,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,AUTRES,2.4753501,48.9167975
1754822,W931006315,PONGDA MBEDI,regroupement des descendants pongoa mbedi résidant en france ;  la défense des intérêts de ses membres et la promotion d'une entente cordiale entre eux ; la sauvegarde de la culture pongo composante de la tradition du littoral camerounais,7,SQ,Jean Zay,93100,Montreuil,,A,7 SQ Jean Zay 93100 Montreuil,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.428592,48.866162
1755121,W931006614,LES AMIS DE L'UNION DES POPULATIONS DU CAMEROUN (UPC),"soutenir l'u.p.c (union des populations du cameroun), de faire connaître le cameroun, de soutenir des projets sociaux, culturels, éducatifs",2,RUE,des Ferrites,78700,Conflans-Sainte-Honorine,,A,2 RUE des Ferrites 78700 Conflans-Sainte-Honorine,Yvelines,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.103267,49.003812
1755131,W931006624,NCHEMTI-BOH MANYU,"réunir en son sein des camerounais ressortissants du département de manyu qui réside en france et toute personne souhaitant s'identifier avec la communauté de manyu ; promouvoir la solidarité des fils et filles du département aussi bien pendant des moments de bonheur que de tristesse ; assurer la promotion et la diffusion des valeurs culturelles du département de manyu en france et en europe ; organiser fréquemment des réunions, des débats, de forum d'échange et d'informer en vue de combattre les problèmes observés dans le département, notamment les problèmes du vih, du paludisme et du sous développement ; informer la communauté européenne en générale et française en particulier des opportunités d'investissement du département de manyu",81,RUE,Henri Barbusse,93300,Aubervilliers,,A,81 RUE Henri Barbusse 93300 Aubervilliers,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.390028,48.907231
1755797,W931007290,ASSOCIATION EMERAUDE SOLDARITE,"promotion de la solidarité et l'entraide entre les membres ; parrainage dans le domaine éducatif, social et sanitaires en direction des villages du cameroun ; promouvoir l'épanouissement de la femme camerounaise dans les villages ; promouvoir l'intégration de la femme camerounaise dans son milieu d'accueil en france ; montrer la contribution des femmes africaines à la promotion et au respect des droits des femmes",9 ter,RUE,de la Féronne Basse,93110,Rosny-sous-Bois,,A,9 ter RUE de la Féronne Basse 93110 Rosny-sous-Bois,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,2.4886598,48.8737236
1756063,W931007556,LE DESC (DROIT A L'ENSEIGNEMENT SUPERIEUR POUR LE CAMEROUN),"rassembler des moyens matériels, financiers et intellectuels afin de favoriser l'enseignement supérieur en afrique centrale",41,RUE,Albert Walter,93200,Saint-Denis,www.ledesc.org,A,41 RUE Albert Walter 93200 Saint-Denis,Seine-Saint-Denis,Île-de-France,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,AUTRES,2.3593071,48.9395125
1756139,W931007632,EBOSSE TOTTO MPANJO,"promouvoir une entente cordiale entre tous les descendants de ebosse totto mpanjo,soutenir moralement et matériellement par la solidarité des membres,défendre les intérêts des membres,sauvegarder la culture pongo, composante de la tradition du littoral camerounais",16,RUE,Guillaume Apollinaire,93140,BONDY,,A,16 RUE Guillaume Apollinaire 93140 BONDY,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4833313,48.9004297
1756324,W931007817,LE CAMEROUN NOUVEAU - LCN,participer au développement socio-économique et politique du cameroun restaurer la démocratie et les droits de l'homme favoriser les voies et moyens pour sortir le cameroun du sous-développement,2,RUE,scandicci,93500,Pantin,,A,2 RUE scandicci 93500 Pantin,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.398546,48.892943
1756520,W931008013,MAMFE SENTIMENTS,"entraide et la solidarité entre les enfants originaires du sud-ouest , de mamfe , du cameroun, de l'afrique ainsi que leur famille",37,AV,Victor Hugo,93320,Les   Pavillons-sous-Bois,,A,37 AV Victor Hugo 93320 Les   Pavillons-sous-Bois,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.5143079,48.909692
1756557,W931008050,NYAANG FRANCE,"rassembler les ressortissants nyaang et ascendants
promouvoir la fraternité, la solidarité entre ses membres, favoriser l'intégration des adhérents dans la société française, promouvoir la culture bassa en favorisant des rencontres avec toute association africaine ou européenne, aider sur le plan médico-social au développement des traitements phytothérapiques, des services sanitaires, du développement des écoles et du bien-être social au sein de la population nyaang et camerounaise, participer",140,RUE,Danielle  Casanova,93200,Saint-Denis,,A,140 RUE Danielle  Casanova 93200 Saint-Denis,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3675753,48.9249812
1756892,W931008385,BOMA ADNA NDOG SUL AMICALE DE LA FAMILLE NDOG SUL DE FRANCE,"rassembler les membres de la famille ndog-sul résidant sur le sol français afin d'asseoir de manière durable et profonde, des liens familiaux nécessaires à l'épanouissement et au développement personnels et harmonieux de chaque membre le but étant de favoriser et de renforcer la solidarité dans un esprit de fraternité et d'unité; initier  des actions de nature à contribuer à une meilleure intégration des membres de la famille dans la société française et européenne;faire profiter aux nouveaux arrivants, de l'expérience acquise par les anciens et de maintenir en leur sein des relations d'entraide et de solidarité;promouvoir les activités éducatives, culturelles, économiques et sportives permettant le brassage de populations, de cultures et de civilisations, pour construire avec les autres un monde de paix, de tolérance et de responsabilités; initier, mettre en uvre et promouvoir des actions en vue de la vitalité et du développement de nos contrées d'origine au cameroun",27,RUE,DE LA GERBE D'OR,78114,Magny-les-Hameaux,,A,27 RUE DE LA GERBE D'OR 78114 Magny-les-Hameaux,Yvelines,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.0993069,48.7196058
1757074,W931008567,ASSOCIATION DES JEUNES DYNAMIQUES DE DOUALA EN FRANCE (AJDDF),"venir en aide aux orphelins, aux handicapés et aux personnes en difficulté au cameroun ; mettre en oeuvre des solutions pour l'insertion des camerounais dans la vie active en vu de réduire le flux migratoire vers la france ; sensibiliser toute la population sur les différents modes de contraception sur l'expansion du virus du sida et des autres mst",56,BD,Rouget de Lisle,93100,Montreuil,,A,56 BD Rouget de Lisle 93100 Montreuil,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,2.437781,48.8591476
1757356,W931008849,EMPREINTES,soutenir les activités d'économie solidaires dès lors qu'elles contribuent à réduire les inégalités écologiques et sociales au cameroun et dans la sous région de l'afrique de l'ouest ; centraliser les dons et coordonner les actions en lien avec l'objet ; articuler son action autour de trois pôles : la prévention - la formation - les chantiers éducatifs,15,BD,Aristide Briand,93100,Montreuil,,A,15 BD Aristide Briand 93100 Montreuil,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ENVIRONNEMENT/  CADRE DE VIE,2.448123,48.869032
1757684,W931009177,"BONHEUR UNIVERSEL ""BONHUS""","entraide et solidarité entre ses membres et au-delà de nos frontières, en particulier vers les pays du sud (cameroun, tchad, centre afrique, guinée equatoriale, gabon)",157,AV,Paul Vaillant Couturier,94400,Vitry-sur-Seine,,A,157 AV Paul Vaillant Couturier 94400 Vitry-sur-Seine,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.395266,48.792197
1758237,W931009730,RETOUR AUX SOURCES (RESO),venir en aide à la jeunesse et promouvoir la culture du village bangou de la province de l'ouest du cameroun,12,RUE,des Trois Frères,93250,Villemomble,,A,12 RUE des Trois Frères 93250 Villemomble,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.50972,48.8827886
