id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,mot_cle
W121003397,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PRIVEE MIXTE DE SAINT CREPIN,"grouper les chefs de famille ayant la charge des enfants inscrits à l'école ; organiser toutes activités susceptibles d'apporter un soutien moral et matériel à l'école, aux familles et aux maîtres ; favoriser l'entente avec toutes les associations semblables",,,,12380,Laval-Roquecezière,,A,Ecole
W121003435,ASSOCIATION DES PARENTS D'ELEVES ECOLE PRIVEE MIXTE,grouper les chefs de famille ayant la garde des enfants inscrits à l'école ; soutien de l'école et des maîtres,,,,12490,Saint-Rome-de-Cernon,,A,Ecole
W121003439,ASSOCIATION SPORTIVE U.S.E.P. ECOLE VICTOR HUGO PRIMAIRE,"pratique d'activités physiques, sportives et socioculturelles visant à l'éducation globale des enfants",43,BD,Richard,12100,Millau,,A,Ecole
W121003480,NOROC,"créer, gérer, animer des activités partenariales d'appui au développement artisanal du sénégal, outre les échanges entre le viala du tarn et iléanda, roumanie ; animer ou soutenir des activités de solidarité et d'échanges à caractère humanitaire",,,,12490,Viala-du-Tarn,,A,Viala
W121003484,ASSOCIATION D'EDUCATION POPULAIRE ECOLE PRIMAIRE SAINTE MARIE,"gestion, soutien matériel et moral de l'école",4,PL,des halles,12100,Millau,,A,Ecole
W121003496,GRANDE SOIREE ET FETES,"développer entre ses membres la connaissance des techniques sonores, musicales et visuelles, notamment en participant à différents types de manifestations et à l'animation des soirées artistiques ; promouvoir toute activité sur la culture et la pratique de la musique  en régions midi-pyrénées et languedoc-roussillon",2370,RTE,des Aumières,12100,Millau,,A,Midi
W121003518,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE CAMPAGNAC,"regrouper l'ensemble des parents d'élèves afin de formuler des voeux sur tout objet concernant l'école publique et son environnement socio-culturel ; parfaire les rapports individuels et collectifs entre parents d'élèves ; appuyer le personnel éducatif dans ses tâches quotidiennes ; coordonner et organiser des activités extra-scolaires entre parents, élèves et amis de l'école publique afin de créer les conditions maximales pour l'épanouissement de tous",,,,12560,Campagnac,,A,Ecole
W121003528,ASSOCIATION D'EDUCATION POPULAIRE ECOLE PRIVEE MIXTE DE COUPIAC,"organiser le fonctionnement matériel des écoles libres et notamment de l'école catholique de coupiac, engager les directeurs et maîtres, assurer leur rémunération, s'intéresser à leur retraite, leur perfectionnement, en conformité avec le statut des directeurs et maîtres de l'enseignement libre ; acquérir ou prendre en location tous immeubles jugés utiles aux fins ci-dessus indiquées ; établir et entretenir des rapports suivis, dans le cadre des attributions statutaires de chacunes d'elles, avec les associations s'intéressant à l'enseignement libre",,,,12550,Coupiac,,A,Ecole
W121003538,CERCLE DES NAGEURS DE SAINT-AFFRIQUE,"démocratisation, promotion, développement, apprentissage, enseignement, initiation, encouragement de la pratique, en loisirs ou en compétitions, de la natation et ses disciplines associées (natation course, eau libre, synchronisé, water polo, aqua rando, aqugym, aquabike, aquaéveil, école de natation) ; la réalisation de son objet peut conduire l'association à l'organisation d'évènements sportifs ludiques, de stages sportifs ou de compétitions ainsi que toutes autres activités rentrant dans le cadre de son objet ; pratique conviviale de la natation",,BD,de la Capelle Basse,12400,Saint-Affrique,,A,Polo
W121003540,GROUPEMENT D'EMPLOYEURS DU VIALA DU TARN,mettre à la disposition de ses membres un ou plusieurs salariés agricoles liés au groupement d'employeurs par un contrat de travail,,,La Place,12490,Viala-du-Tarn,,A,Viala
W121003554,AMICALE LAIQUE DE SEVERAC LE CHATEAU,"faire connaître et défendre l'idéal laïque ; établir un lien entre les familles et l'école, afin de permettre à celle-ci de remplir pleinement sa mission éducative et sociale ; prolonger l'oeuvre scolaire par l'organisation d'activités éducatives, tendant à compléter la formation intellectuelle, physique et morale des enfants d'âge scolaire, par l'organisation des mêmes activités pour les adolescents et les adultes, par la création d'oeuvres péri- et post- scolaires",,LOT,du Pré Grange,12150,Sévérac-le-Château,,A,Post
W121003590,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PRIVEE MIXTE DE COMPEYRE,"grouper les chefs de famille ayant la charge des enfants inscrits à l'école ; organiser toutes activités susceptibles d'apporter un soutien matériel et moral à l'école, aux familles et aux maîtres ; favoriser l'entente avec toutes associations semblables ; à cet effet, adhérer à l'a.p.e.l. départementale et à l'a.p.e.l. de la région académique, elle-même fédérée  à l'union nationale des a.p.e.l.",,,,12520,Compeyre,,A,Ecole
W121003611,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PRIVEE MIXTE DE BROQUIES,"grouper les chefs de famille ayant la charge des enfants inscrits à l'école ; assurer toutes activités susceptibles d'apporter un soutien matériel et moral à l'école, aux familles et aux maîtres ; favoriser l'entente avec toutes associations semblables, à cet effet, adhérer à l'apel départementale et à l'apel de la région académique, elle-même fédérée à l'union nationale des apel",,,,12480,Broquiès,,A,Ecole
W121003626,CLUB CANIN DU SUD AVEYRON CLUB DU CHIEN D'UTILISATION ET DE DEFENSE,"conseiller et guider les adhérents dans l'éducation de leurs chiens pour que ceux-ci s'intègrent bien dans l'environnement social, et d'autre part assurer la promotion et la bonne pratique des activités canines reconnues par la société centrale canine pour permettre le développement des aptitudes des différentes races afin que les chiens soient mieux en mesure de participer aux épreuves et concours organisés par la société centrale canine et par ses membres",,,,12400,Saint-Affrique,,A,Guider
W121003627,ASSOCIATION DES PARENTS ET AMIS DE L'ECOLE DE MUSIQUE DE MILLAU,favoriser la bonne marche du centre municipal de culture musicale et son développement,,,,12100,Millau,,A,Ecole
W121003638,"ENTRAIDE MILLAU-MALI/ODSAMS,  OEUVRE DE SOEUR ANNE-MARIE SALOMON","initier, accompagner, financer ou cofinancer tout projet ou micro-projet de coopération humanitaire au profit d'une communauté africaine dans tous les secteurs touchant au développement local : éducation, santé, promotion de la femme et de l'enfant, économie, épargne, crédit, agriculture ; l'essentiel des activités est mise en oeuvre au bénéfice du projet du docteur soeur anne-marie salomon qui travaille aux côtés des populations locales du nord mali",884,RUE,de Combecalde,12100,Millau,,A,Mali
W121003657,L'ECOLE DES SAGES,"créer les conditions permettant de garantir aux enfants l'acquisition des instruments fondamentaux du savoir, des connaissances de base, des éléments de la culture générale et, d'autre part, l'éducation lui permettant de développer sa personnalité, son sens moral et son esprit critique, d'élever son niveau de formation initiale et continue, de s'insérer dans la vie sociale et professionnelle, de partager les valeurs de citoyen et d'exercer sa citoyenneté",,,,12480,Broquiès,,A,Ecole
W121003665,AU FIL DES JOURS,"conserver, diffuser et transmettre des techniques anciennes et modernes du filage et du tissage à la main dans le cadre de l'agropastoralisme",,,,12230,La    Couvertoirade,,A,Main
W121003680,FOOTBALL CLUB JEUNES DU VIADUC,"pratiquer le football exclusivement dans les catégories jeunes (u7 à u19) en formant un regroupement de jeunes selon les règlements du district aveyron football, la ligue midi-pyrénées et la fédération française de football entre les clubs de l'union sportive creisseloise et l'entente st-georges st-rome",17,RTE,Demayres,12100,Saint-Georges-de-Luzençon,,A,Midi
W121003702,LES PETITS PECHEURS DE LA MUSE ET DES RASPES,organiser et coordonner des stages de pêche en lien directe avec l'ecole de pêche fédérale de l'aveyron sur le territoire de la communauté de communes de la muse et des raspes du tarn,,RUE,rue de la Mairie,12490,Viala-du-Tarn,,A,Ecole
W121003759,"LE P'TIT BAZAR, DEPOT-VENTE RECREATIF","créer un lieu ouvert à tous mais destiné essentiellement aux familles, familles de la commune, du canton, de passage",17,RUE,du grand faubourg,12150,Sévérac-le-Château,,A,Ouvert
W121003774,MILLE-PATTES 2015,"améliorer le quotidien de mon fils paraplégique ainsi que lui permettre de reprendre son activité favorite : le kayak ; récolter des fonds pour qu'il puisse également bénéficier d'une opération qui lui permettrait de retrouver, partiellement ou totalement, l'usage de ses jambes ; l'objectif pour le long terme est de devenir une organisation publique finançant ce type d'opérations",5,RUE,Côte Vieille,12230,Sainte-Eulalie-de-Cernon,,A,Long
W121003810,UNIS POUR GRANDIR (RESEAU DES ETABLISSEMENTS CATHOLIQUES D'ENSEIGNEMENT DU SAINT-AFFRICAIN),"dans le respect des projets d'établissement respectifs des établissements et du charisme éducatif de leurs tutelles, fédérer des initiatives et actions communes, mettre en place des synergies et mutualisations entre les établissements du réseau territorial d'établissements catholiques d'enseignement du saint-affricain (ecole ste marie de st-sernin, école st michel de belmont, école st michel de camarès, école sainte famille de vabres l'abbaye, école st jean baptiste de saint affrique, école de roquefort et école de tournemire, collèges st michel de belmont, jeanne d'arc de saint affrique, llycée agricole de vaxergues et lycée st-gabriel de saint affrique), tant dans les domaines pastoral, éducatif, pédagogique, économique et administratif",,RUE,Lamartine,12400,Saint-Affrique,,A,Ecole
W121003824,DIANE DU VIALA DU PAS DE JAUX,"chasse du gros gibier (sangliers, chevreuils, renards...) sur la commune du viala du pas de jaux",,,,12250,Roquefort,,A,Viala
W121003858,ECOLE JOYEUSE,"former et éduquer des personnes de tous les âges et pouvoir engager toute action cohérente avec cet objet ; les membres s'engagent à porter ces deux principes constitutionnels de l'approche éducative de l'association : un apprentissage authentique favorisé lorsque chaque élève est responsable de son chemin personnel d'apprentissage ; pour cela, chaque élève est libre de déterminer ses propres objectifs d'éducation, dans un contexte où l'on donne un statut égal à toutes les entreprises et tous les domaines de la connaissance ; les apprenants s'auto-évaluent et s'auto-régulent ; devenir citoyen d'une société démocratique et apprendre à utiliser sa liberté de manière consciente et responsable implique que les individus doivent pouvoir s'investir dans la gestion de leurs institution éducative ; pour cela, un fonctionnement par démocratie directe est adopté qui donne le pouvoir aux élèves et encadrants de réguler la vie de leur établissement",,RUE,Heran,12720,Mostuéjouls,,A,Ecole
W121003859,GROUPEMENT D'EMPLOYEURS DU VIALA DU PAS DE JAUX,mettre à disposition des membres un ou plusieurs salariés agricoles liés au groupement d'employeurs par un contrat de travail,,,Mas Baldy,12250,Viala-du-Pas-de-Jaux,,A,Viala
W121003869,ASSOCIATION 'LA TOUR DU VIALA DU PAS DE JAUX',"promouvoir une action culturelle d'ensemble fondée sur la connaissance et la réhabilitation du patrimoine architectural, historique et esthétique de la région du viala du pas de jeaux et en particulier la restauration et l'animation de la tour",,LD,La Tour,12250,Viala-du-Pas-de-Jaux,,A,Viala
W121003924,LES GRIFOULS,"réunir les naturistes et leur permettre de vivre en harmonie avec la nature en pratiquant la nudité intégrale sur un terrain ouvert au camping-caravaning réservé à ses membres et géré par l'association ; cette pratique est associée à la défense de l'environnement et de l'équilibre écologique, à la découverte de l'aveyron sous tous ses aspects naturels, touristiques et culturels.",,,Le Pas de Ceilhes,12540,Fondamente,,A,Ouvert
W121003926,DETENTE SPORTIVE SAINT ROMAINE (D.S.S.R.),"proposer des activités sportives dans une ambiance chaleureuse (badminton, tennis de table, ballades...) dans le cadre du sport loisir et non compétitif ; promouvoir ainsi la convivialité, la santé et le bien-être ; se détendre en participant comme chacun le souhaite (loin de la compétition) en tant que joueur, arbitre, spectateur, intendant",,RUE,du Château,12490,Saint-Rome-de-Tarn,,A,Loin
W121003927,SAMA SAMA,organisation d'évènements ludiques et culturels ; faciliter les échanges de savoir et de savoir-faire et la gestion de la vie quotidienne de ses membres,,LD,La Cousinié,12550,Martrin,,A,Sama
W121003929,ECOLE DE BUDO TRADITIONNEL DE LA CAVALERIE,"pratique des arts martiaux à but non compétitif, notamment le ju-jutsu traditionnel et d'une façon complémentaire d'autres activités physiques, sportives et de pleine nature",,PL,de la Mairie,12230,Cavalerie,,A,Ecole
W121003942,PETANQUE CLUB VICTORIA,développer la pratique du sport pétanque,2,RUE,du Pont de Fer,12100,Millau,,A,Victoria
W121003951,USEP ECOLE DU CRÈS,"permettre des actions au sein de l'école (projets, activités pédagogiques)",12 et 25,AV,Charles de Gaulle,12100,Millau,,A,Ecole
W121003978,L'ATELIER ESPERLUETTE,"développer des activités et événements (artistiques, culturels, sociaux, etc) intra-muros ou extra-muros ; gestion et l'animation d'un lieu ouvert comprenant un atelier graphique ; développement des arts plastiques ainsi que toutes formes d'arts (littéraire, théâtre, cirque, etc.) en mettant à disposition des ateliers dans les zones rurales ; lutter contre l'exclusion sociale par l'insertion culturelle ; produire, promouvoir et vendre afin de favoriser l'édition d'ouvrages d'auteurs n'ayant pas réussi à être édités par les circuits classiques ; lutter contre l'échec scolaire ; préserver le patrimoine",14,,Vinzannet,19290,Peyrelevade,,A,Ouvert
W121003998,EHPAD MAISON D'ACCUEIL SAINTE MARIE DE NANT,"administrer, gérer des établissements médico-sociaux et notamment l'ehpad maison d'accueil sainte marie de nant;
organiser des partenariats et collaborations avec des associations ou des établissement oeuvrant dans le même secteur d'activité en partageant les mêmes valeurs;
permettre aux résidents de penser leur projet de vie, choisir leur mode de vie, leur apporter des réponses liées à leur état de santé, leur isolement, leur dépendance en les prenant en compte dans leur singularité et assurant la promotion de l'intégralité de leurs droits tout en leur apportant une qualité constante dans leur accompagnement;
conjuguer expérience, savoir-faire et imagination, elle a pour mission d'accueillir et offrir aux personnes âgées autonomes, semi-valides, dépendantes, handicapées des services et un habitat adapté et évolutif face à la dépendance",,,faubourg haut,12230,Nant,,A,Semi
